Links,Title,Tags,Id,Type
https://stackoverflow.com/questions/65918888,Mixture parameters from a TensorFlow Probability mixture density network,<python><tensorflow><neural-network><mixture-model>,65918888,model
https://stackoverflow.com/questions/63478947,Correct Way to Fine-Tune/Train HuggingFace's Model from scratch (PyTorch),<python><pytorch><bert-language-model><huggingface-transformers>,63478947,model
https://stackoverflow.com/questions/67356013,Multiple Activation Functions for multiple Layers (Neural Networks),<tensorflow><neural-network><multiclass-classification><activation-function><relu>,67356013,model
https://stackoverflow.com/questions/65228352,Matrix inverse approximation with keras dense model,<python><matrix><keras><neural-network><multi-layer>,65228352,model
https://stackoverflow.com/questions/72489570,Getting random output every time on running Next Sentence Prediction code using BERT,<nlp><pytorch><huggingface-transformers><bert-language-model><attention-model>,72489570,model
https://stackoverflow.com/questions/75237257,What is the purpose of having the same input and output in PyTorch nn.Linear function?,<machine-learning><pytorch><neural-network><autoencoder><activation-function>,75237257,model
https://stackoverflow.com/questions/66762815,Why is 32768 used as a constant to normalize the wav data in VGGish?,<tensorflow><normalization><tensorflow-model-garden>,66762815,model
https://stackoverflow.com/questions/74843740,load_state_dict() missing 1 required positional argument: 'state_dict',<pytorch><model><load>,74843740,model
https://stackoverflow.com/questions/66821321,BERT: Weights of input embeddings as part of the Masked Language Model,<nlp><pytorch><bert-language-model><transformer-model><language-model>,66821321,model
https://stackoverflow.com/questions/67102278,"expected ndim=3, found ndim=4. when using K.function() in keras backend to get intermediate layers in a model",<keras><nlp><text-classification><keras-layer>,67102278,model
https://stackoverflow.com/questions/67120386,Keras LSTM error - Logits and labels should have the same shape,<python><keras><classification><lstm><keras-layer>,67120386,model
https://stackoverflow.com/questions/67738193,What is the difference between TFHub and Model Garden?,<tensorflow><pre-trained-model><tensorflow-hub>,67738193,model
https://stackoverflow.com/questions/74977873,the evaluation section leds to bug,<tensorflow><google-colaboratory><transformer-model>,74977873,model
https://stackoverflow.com/questions/68152276,Using roberta model cannot define the model .compile or summary,<python><keras><deep-learning><bert-language-model><roberta-language-model>,68152276,model
https://stackoverflow.com/questions/73102541,Accessing a specific layer in a pretrained model in PyTorch,<python><deep-learning><pytorch><pre-trained-model>,73102541,model
https://stackoverflow.com/questions/72775559,resize_token_embeddings on the a pertrained model with different embedding size,<pytorch><huggingface-transformers><bert-language-model><word-embedding><huggingface-tokenizers>,72775559,model
https://stackoverflow.com/questions/64659643,"colab_utils.annotate(), annotation format",<tensorflow><deep-learning><google-colaboratory><tensorflow-model-garden>,64659643,model
https://stackoverflow.com/questions/65676389,Huggingface TFBertForSequenceClassification always predicts the same label,<python><tensorflow><bert-language-model><huggingface-transformers>,65676389,model
https://stackoverflow.com/questions/65626938,locally connected layer on the columns of an input matrix using keras in python,<python><keras><neural-network><keras-layer>,65626938,model
https://stackoverflow.com/questions/63721972,network values goes to 0 by linear layers,<deep-learning><pytorch><attention-model>,63721972,model
https://stackoverflow.com/questions/75491528,What does the embedding elements stand for in huggingFace bert model?,<tensorflow><nlp><huggingface-transformers><bert-language-model><word-embedding>,75491528,model
https://stackoverflow.com/questions/74473271,AttributeError: 'numpy.float64' object has no attribute 'cpu',<python><pytorch><bert-language-model>,74473271,model
https://stackoverflow.com/questions/64873640,Retrieve input values after passing to hidden layer in every epoch by using autoencoder,<keras><deep-learning><keras-layer><tf.keras><autoencoder>,64873640,model
https://stackoverflow.com/questions/74561274,"ValueError: `decode_predictions` expects a batch of predictions (i.e. a 2D array of shape (samples, 1000)). Found array with shape: (1, 26)",<python><machine-learning><keras><conv-neural-network><pre-trained-model>,74561274,model
https://stackoverflow.com/questions/74595449,Calculating embedding overload problems with BERT,<python><pytorch><nlp><bert-language-model><embedding>,74595449,model
https://stackoverflow.com/questions/70886218,Torchscript/C++ jit::trace model - Accessing layers parameters,<c++><parameters><pytorch><layer><torchscript>,70886218,model
https://stackoverflow.com/questions/72845812,"bert-base-uncased: TypeError: tuple indices must be integers or slices, not tuple",<python><machine-learning><pytorch><huggingface-transformers><bert-language-model>,72845812,model
https://stackoverflow.com/questions/66615069,Keras layers.pop() is not removing layer,<keras><neural-network><conv-neural-network><pre-trained-model>,66615069,model
https://stackoverflow.com/questions/75360974,'tuple' object does not support item assignment in torch.cat(),<python><pytorch><torch><bert-language-model>,75360974,model
https://stackoverflow.com/questions/69169595,Should feature embeddings be taken before or after dropout layer in neural network?,<tensorflow><neural-network><embedding><bert-language-model><dropout>,69169595,model
https://stackoverflow.com/questions/69704467,Concatenate layer shape error in sequence2sequence model with Keras attention,<python><keras><nlp><attention-model><sequence-to-sequence>,69704467,model
https://stackoverflow.com/questions/67149857,Cannot parse file error while .pb file to tflite conversion,<tensorflow><tensorflow-lite><bert-language-model>,67149857,model
https://stackoverflow.com/questions/67669509,"Segmentation fault while ""from object_detection import model_lib_v2""",<python><tensorflow><protocol-buffers><tensorflow2.0><tensorflow-model-garden>,67669509,model
https://stackoverflow.com/questions/62810922,Loading pre trained Attention model in keras custom_objects,<python><keras><pre-trained-model><attention-model>,62810922,model
https://stackoverflow.com/questions/75952814,Can't add random noise to weights inside a Keras Layer,<python><tf.keras><keras-layer>,75952814,model
https://stackoverflow.com/questions/66678360,Pytorch Siamese NN with BERT for sentence matching,<python><neural-network><pytorch><bert-language-model><siamese-network>,66678360,model
https://stackoverflow.com/questions/68732271,RuntimeError: CUDA error: device-side assert triggered - BART model,<pytorch><huggingface-transformers><language-model>,68732271,model
https://stackoverflow.com/questions/72206004,Error using MultiWorkerMirroredStrategy to train object detection research model ssd_mobilenet_v1_fpn_640x640_coco17_tpu-8,<python-3.x><tensorflow><distributed-computing><tensorflow-model-garden>,72206004,model
https://stackoverflow.com/questions/76217513,Store intermediate values of pytorch module,<pytorch><hook><transformer-model><self-attention>,76217513,model
https://stackoverflow.com/questions/63657679,Why W_q matrix in torch.nn.MultiheadAttention is quadratic,<deep-learning><nlp><pytorch><torch><attention-model>,63657679,model
https://stackoverflow.com/questions/68383634,CUDA error: CUBLAS_STATUS_INVALID_VALUE error when training BERT model using HuggingFace,<python><pytorch><sentiment-analysis><bert-language-model>,68383634,model
https://stackoverflow.com/questions/73566914,Keras Resizing layer not accepting different sized images as input,<machine-learning><keras><keras-layer>,73566914,model
https://stackoverflow.com/questions/65529156,Huggingface Transformer - GPT2 resume training from saved checkpoint,<python><pytorch><huggingface-transformers><language-model><gpt-2>,65529156,model
https://stackoverflow.com/questions/69501047,"Tensorflow: access to see the layer activation (fine-tuning),",<tensorflow><conv-neural-network><activation-function><fine-tune>,69501047,model
https://stackoverflow.com/questions/69856661,Module 'dateutil' has no attribute 'parser' - Dateutil - Python,<python><tensorflow><deep-learning><model>,69856661,model
https://stackoverflow.com/questions/75235943,The function for tensor value generates this Error: 'false_fn' must be callable,<python><tensorflow><autoencoder><activation-function><relu>,75235943,model
https://stackoverflow.com/questions/75727749,fitting a model perfectly using jax in machine learning,<numpy><machine-learning><pytorch><model-fitting><jax>,75727749,model
https://stackoverflow.com/questions/67597878,I want to add one-to-one layer to deep learning with keras,<python><keras><deep-learning><layer>,67597878,model
https://stackoverflow.com/questions/66480091,Dimension does not match when using `keras.Model.fit` in `BERT` of tensorflow,<tensorflow><nlp><tensorflow-datasets><bert-language-model><tensorflow-data-validation>,66480091,model
https://stackoverflow.com/questions/65262928,Query padding mask and key padding mask in Transformer encoder,<python><pytorch><transformer-model><attention-model>,65262928,model
https://stackoverflow.com/questions/69693177,"Model Created With Pytorch's *list, .children(), and nn.sequential Produces Different Output Tensors",<python><machine-learning><pytorch><pre-trained-model><pytorch-lightning>,69693177,model
https://stackoverflow.com/questions/67887078,Deeplabv3 re-train result is skewed for non-square images,<python><tensorflow><deeplab><tensorflow-model-garden>,67887078,model
https://stackoverflow.com/questions/65023526,RuntimeError: The size of tensor a (4000) must match the size of tensor b (512) at non-singleton dimension 1,<python><deep-learning><pytorch><bert-language-model><huggingface-transformers>,65023526,model
https://stackoverflow.com/questions/67924216,Why would a Torchscript trace return different looking encoded_inputs compared to the original Transformer model?,<pytorch><huggingface-transformers><transformer-model><machine-translation><torchscript>,67924216,model
https://stackoverflow.com/questions/65424676,"Pytorch's nn.TransformerEncoder ""src_key_padding_mask"" not functioning as expected",<python><nlp><pytorch><transformer-model>,65424676,model
https://stackoverflow.com/questions/68797901,Training an Transformer Encoder layer directly and the proper way to pad sequences,<deep-learning><pytorch><transformer-model>,68797901,model
https://stackoverflow.com/questions/66720543,Pytorch 1D tensors expected but got 2D tensors,<python><machine-learning><neural-network><pytorch><tensor>,66720543,tensor
https://stackoverflow.com/questions/70953355,"Create a tensorflow dataset based on a ""multi-input""",<python><numpy><tensorflow><tensor><tensorflow-datasets>,70953355,tensor
https://stackoverflow.com/questions/71846576,Pytorch dot product across rows from different arrays,<python><pytorch><matrix-multiplication><tensor>,71846576,tensor
https://stackoverflow.com/questions/74895166,Confusion matrix: ValueError: Classification metrics can't handle a mix of multiclass and continuous-multioutput targets,<python><tensorflow><scikit-learn><tensor><confusion-matrix>,74895166,tensor
https://stackoverflow.com/questions/65925629,2-D Vectorized Function with pytorch,<python><pytorch><vectorization><tensor>,65925629,tensor
https://stackoverflow.com/questions/69269890,Keras: AttributeError: 'Sequential' object has no attribute '_nested_inputs',<python><machine-learning><keras><deep-learning><tensor>,69269890,tensor
https://stackoverflow.com/questions/63119904,Can I transfer a Tensorflow.js Tensor efficiently between Node.js processes?,<javascript><node.js><tensor><tensorflow.js>,63119904,tensor
https://stackoverflow.com/questions/66482542,Converting 1D tensor into a 1D array using Fastai,<python><arrays><numpy><pytorch><tensor>,66482542,tensor
https://stackoverflow.com/questions/70046799,Calling a custom module in pythorch with two parameters,<python><pytorch><tensor>,70046799,tensor
https://stackoverflow.com/questions/76434294,"Pytorch-Scarf package RuntimeError: Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu",<python><deep-learning><pytorch><runtime-error><tensor>,76434294,tensor
https://stackoverflow.com/questions/68919179,Does packing BooleanTensor's to ByteTensor's affect training of LSTM (or other ML models)?,<memory><pytorch><tensor>,68919179,tensor
https://stackoverflow.com/questions/74918911,Taking two tensors and combining them with proper 'index-skipping' to create a third tensor in PyTorch,<python><machine-learning><deep-learning><pytorch><tensor>,74918911,tensor
https://stackoverflow.com/questions/69108022,"Error when checking : expected input_1 to have 4 dimension(s), but got array with shape [320,240,3] in react native",<react-native><tensorflow><machine-learning><tensor><tensorflow.js>,69108022,tensor
https://stackoverflow.com/questions/67327630,Pytorch: smarter way to reduce dimension by reshape,<python><deep-learning><pytorch><conv-neural-network><tensor>,67327630,tensor
https://stackoverflow.com/questions/75250628,While coding a GAN and I encountered an error saying `'NoneType' object is not callable`. Please explain this error and some possible solutions?,<deep-learning><pytorch><tensor><generative-adversarial-network><pytorch-dataloader>,75250628,tensor
https://stackoverflow.com/questions/71168398,Tensorflow gives 0 results,<python><tensorflow><tensor>,71168398,tensor
https://stackoverflow.com/questions/63910283,Why there are orders of magnitude in the evaluation of torch.sin() and numpy.sin() at integer multiples of Pi?,<python><numpy><pytorch><precision><tensor>,63910283,tensor
https://stackoverflow.com/questions/68991983,"Using loops, tf.Variable, tf.tensorarray inside a tf.function function in tensorflow",<python><tensorflow><tensor>,68991983,tensor
https://stackoverflow.com/questions/70799782,Creating a new tensor according to a list of lengths,<pytorch><tensor>,70799782,tensor
https://stackoverflow.com/questions/75412979,shuffling the contents of Tensor,<tensorflow><tensor>,75412979,tensor
https://stackoverflow.com/questions/67196226,Remove rows from tensor by matching,<python><pytorch><tensor>,67196226,tensor
https://stackoverflow.com/questions/74773224,Selective meshgrid in Tensorflow,<python><tensorflow><tensorflow2.0><tensor>,74773224,tensor
https://stackoverflow.com/questions/65145069,Efficiently filling torch.Tensor at equal index positions,<python><machine-learning><pytorch><tensor>,65145069,tensor
https://stackoverflow.com/questions/73874919,Update tensor indices with provided values for batches,<tensorflow><tensor>,73874919,tensor
https://stackoverflow.com/questions/62875960,"Pytorch: multiply two high dimensions tensor, (2, 5, 3) * (2, 5) into (2, 5, 3)",<python><pytorch><tensor>,62875960,tensor
https://stackoverflow.com/questions/70591345,tensorflow add 'None' dimension to a tensor,<python><tensorflow><tensorflow2.0><tensor>,70591345,tensor
https://stackoverflow.com/questions/67104280,Where I can find an intuitive explanation of PyTorch's Tensor.unfold() being used to get image patches?,<python><pytorch><tensor><unfold>,67104280,tensor
https://stackoverflow.com/questions/72689843,generate 1D tensor as unique index of rows of an 2D tensor (keeping the order and the original index),<python><pytorch><tensor><torch>,72689843,tensor
https://stackoverflow.com/questions/73242380,Use torch.gather to select images from tensor,<python><pytorch><tensor><torch>,73242380,tensor
https://stackoverflow.com/questions/66831691,What is tensor Rank?,<python><tensorflow><tensor>,66831691,tensor
https://stackoverflow.com/questions/64770250,"Input Complex number for tensorflow,keras",<python><keras><tensor>,64770250,tensor
https://stackoverflow.com/questions/68413687,"batched tensor slice, slice B x N x M with B x 1",<numpy><pytorch><slice><tensor><numpy-slicing>,68413687,tensor
https://stackoverflow.com/questions/70780369,ValueError: only one element tensors can be converted to Python scalars when converting list to float Torch tensor,<python><pytorch><tensor>,70780369,tensor
https://stackoverflow.com/questions/69797614,Indexing a tensor with None in PyTorch,<indexing><syntax><pytorch><tensor>,69797614,tensor
https://stackoverflow.com/questions/74423476,Appending zero rows to a 2D Tensor in PyTorch,<python><pytorch><tensor><zero-padding>,74423476,tensor
https://stackoverflow.com/questions/72427902,Copy tensor elements of certain indices in PyTorch,<machine-learning><pytorch><tensor><torch><indices>,72427902,tensor
https://stackoverflow.com/questions/68166721,CUDA error: device-side assert triggered on Colab,<pytorch><google-colaboratory><tensor>,68166721,tensor
https://stackoverflow.com/questions/73676912,iterating over/broadcast_to tensorflow tensors,<python><loops><tensorflow><iteration><tensor>,73676912,tensor
https://stackoverflow.com/questions/71652014,matmul to every row in pytorch tensor,<python><pytorch><tensor>,71652014,tensor
https://stackoverflow.com/questions/63977774,Understanding behavior of index_put in PyTorch,<python><pytorch><tensor>,63977774,tensor
https://stackoverflow.com/questions/69641790,''Boolean value of Tensor with more than one value is ambiguous'' when broadcasting torch Tensor,<python><pytorch><tensor><broadcast>,69641790,tensor
https://stackoverflow.com/questions/64913854,Loading n-dimensional tensor for pytorch from text file,<python><numpy><pytorch><tensor>,64913854,tensor
https://stackoverflow.com/questions/69990831,Reshape tensor in custom order (PyTorch),<python><pytorch><reshape><tensor>,69990831,tensor
https://stackoverflow.com/questions/67387383,numpy equivalent code of unsqueeze and expand from torch tensor method,<python><numpy><pytorch><tensor><torch>,67387383,tensor
https://stackoverflow.com/questions/64425696,Equivalent of np.resize in TensorFlow,<tensorflow><tensor>,64425696,tensor
https://stackoverflow.com/questions/75316969,TensorFlow dataset with multi-dimensional Tensors from a CSV file,<tensorflow><tensor><tensorflow-datasets>,75316969,tensor
https://stackoverflow.com/questions/73380378,What's the fastest way to slice a portion of a tensor to another in PyTorch?,<python><pytorch><slice><tensor>,73380378,tensor
https://stackoverflow.com/questions/66783542,Why a.storage() is b.storage() returns false when a and b reference the same data?,<python><pytorch><tensor>,66783542,tensor
https://stackoverflow.com/questions/63415216,List of 2d Tensors to one 3d Tensor,<python><tensorflow><tensor><conv-neural-network><word-embedding>,63415216,tensor
https://stackoverflow.com/questions/65013313,Create a tensor with ones where another tensor has non-zero elements in Pytorch,<python><pytorch><tensor><torch>,65013313,tensor
https://stackoverflow.com/questions/73559948,Perform image transformations on batches of images in tensorflow,<python><tensorflow><tensor>,73559948,tensor
https://stackoverflow.com/questions/71187415,Pytorch tensor changing colors,<pytorch><tensor>,71187415,tensor
https://stackoverflow.com/questions/66363241,Is there a good way to modify some values in a pytorch tensor while preserving the autograd functionality?,<python><pytorch><tensor>,66363241,tensor
https://stackoverflow.com/questions/64444616,PyTorch: Perform add/sub/mul operations using 1-D tensor and multi-channel (3-D) image tensor,<python><pytorch><tensor>,64444616,tensor
https://stackoverflow.com/questions/74248099,Tensor repeat for image patches,<python><pytorch><tensor>,74248099,tensor
https://stackoverflow.com/questions/68518616,"What does tensorflow tf.keras.input ""tensor"" parameter do?",<tensorflow><tensor>,68518616,tensor
https://stackoverflow.com/questions/69067391,Expected object of scalar type Long but got scalar type Int for argument #2 in loss function,<python><pytorch><tensor>,69067391,tensor
https://stackoverflow.com/questions/68382874,Reduce dimensions of a tensor (to a scalar),<python><pytorch><tensor><backpropagation>,68382874,tensor
https://stackoverflow.com/questions/70823447,Element-wise matrix vector multiplication,<pytorch><tensor>,70823447,tensor
https://stackoverflow.com/questions/67210373,Add 2-D tensor as column of dataframe,<python><pandas><dataframe><pytorch><tensor>,67210373,tensor
https://stackoverflow.com/questions/66756131,Pytorch random tensor generation with one fix value and rest of random value,<python><random><pytorch><tensor>,66756131,tensor
https://stackoverflow.com/questions/73716250,What is the correct implementation for rounding a 2D tensor given the rounding values in a 1D tensor?,<python><pytorch><rounding><tensor>,73716250,tensor
https://stackoverflow.com/questions/66900676,Select specific indexes of 3D Pytorch Tensor using a 1D long tensor that represents indexes,<python><pytorch><tensor>,66900676,tensor
https://stackoverflow.com/questions/66472843,What does mean Python inputs incompatible with input_signature,<python><tensorflow2.0><tensor>,66472843,tensor
https://stackoverflow.com/questions/68220457,To calculate euclidean distance between vectors in a torch tensor with multiple dimensions,<pytorch><tensor>,68220457,tensor
https://stackoverflow.com/questions/62949148,Pytorch convert a pd.DataFrame which is variable length sequence to tensor,<python><pandas><pytorch><tensor>,62949148,tensor
https://stackoverflow.com/questions/70373342,Error with tensorflow map_fn. Unable to specify output signature,<python><tensorflow><tensorflow2.0><tensor><ragged-tensors>,70373342,tensor
